type,title,age_certification,description,release_year,genre,seasons,titleType,runtimeMinutes,averageRating,numVotes,platform,year
MOVIE,Tony Parker: The Final Shot,TV-14,"This film examines the background and career of Tony Parker, whose determination led him to become arguably the greatest French basketball player.",2021.0,"['documentation', 'sport']",,movie,98,6.8,1436.0,Netflix,
SHOW,Elite Short Stories: Guzmán Caye Rebe,TV-MA,"Rebe hosts an intimate house warming party for her friends, but the situation takes a dramatic turn with the help of drugs and unexpected visitors.",2021.0,"['drama', 'crime', 'thriller']",1.0,tvMiniSeries,36,7.4,2348.0,Netflix,
SHOW,Surviving Death,TV-MA,"What happens after we die? This docuseries explores personal stories and research on near-death experiences, reincarnation and paranormal phenomena.",2021.0,"['documentation', 'reality']",1.0,tvSeries,50,6.2,2082.0,Netflix,
MOVIE,Outside the Wire,R,"In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack.",2021.0,"['action', 'scifi', 'thriller', 'fantasy']",,movie,114,5.4,42521.0,Netflix,
SHOW,Bling Empire,TV-MA,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.",2021.0,['reality'],2.0,tvSeries,38,5.8,3148.0,Netflix,
MOVIE,Dancing Queens,TV-MA,"A dancer who gets a job cleaning at a struggling drag club dreams of being in the show, and her talent catches an ambitious choreographer's eye.",2021.0,"['drama', 'comedy']",,movie,110,5.6,1830.0,Netflix,
SHOW,Firefly Lane,TV-MA,Best friends Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their 40s.,2021.0,"['drama', 'romance']",1.0,tvSeries,\N,7.4,21349.0,Netflix,
MOVIE,Love Hard,,,2021.0,"['romance', 'comedy']",,movie,104,6.3,51055.0,Netflix,
SHOW,Pretend It's a City,TV-14,,2021.0,"['comedy', 'documentation']",1.0,tvMiniSeries,203,8.1,7476.0,Netflix,
MOVIE,Malcolm & Marie,R,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",2021.0,"['romance', 'drama']",,movie,106,6.6,37120.0,Netflix,
SHOW,Sweet Tooth,TV-14,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",2021.0,"['drama', 'scifi', 'fantasy', 'action']",2.0,tvSeries,\N,7.8,51270.0,Netflix,
MOVIE,Sweet & Sour,TV-14,"Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.",2021.0,"['comedy', 'romance']",,movie,101,6.7,2632.0,Netflix,
MOVIE,The White Tiger,R,The ambitious driver for a rich Indian family uses his wit and cunning to escape from poverty and become an entrepreneur. Based on the bestselling novel.,2021.0,"['drama', 'crime']",,movie,125,7.1,60235.0,Netflix,
SHOW,Super Crooks,TV-MA,,2021.0,"['action', 'crime', 'fantasy', 'scifi', 'drama', 'animation']",1.0,tvSeries,30,7.1,2427.0,Netflix,
MOVIE,Night Teeth,,,2021.0,"['crime', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']",,movie,107,5.6,18365.0,Netflix,
MOVIE,Jim Gaffigan: Comedy Monster,,,2021.0,['comedy'],,tvSpecial,70,6.9,1743.0,Netflix,
SHOW,50M2,TV-MA,"Seeking to uncover the truth about his past, a henchman betrays someone close to him and assumes a new identity in a small Istanbul neighborhood.",2021.0,"['comedy', 'drama', 'thriller', 'crime']",1.0,tvSeries,45,6.9,5750.0,Netflix,
SHOW,Blue Period,TV-14,,2021.0,"['animation', 'drama']",1.0,tvSeries,24,7.7,2232.0,Netflix,
MOVIE,The Dig,PG-13,"On the eve of World War II, a British widow hires a self-taught archaeologist to dig up mysterious formations on her land, leading to a staggering find.",2021.0,"['history', 'drama']",,movie,112,7.1,74400.0,Netflix,
MOVIE,Army of the Dead,R,"After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.",2021.0,"['horror', 'thriller', 'crime', 'scifi', 'action']",,movie,148,5.7,171489.0,Netflix,
SHOW,True Story,TV-MA,,2021.0,"['drama', 'thriller', 'comedy', 'crime']",1.0,tvMiniSeries,260,7.4,18412.0,Netflix,
MOVIE,The Whole Truth,R,"Trying to earn an acquittal for a teen client accused of murdering his wealthy father, a defense attorney uncovers disturbing facts about the victim.",2021.0,"['drama', 'horror', 'thriller']",,movie,125,5.2,3522.0,Netflix,
MOVIE,Why Did You Kill Me?,TV-MA,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.,2021.0,"['crime', 'documentation']",,movie,83,5.6,4292.0,Netflix,
MOVIE,Things Heard & Seen,TV-MA,A young woman discovers that both her husband and their new home harbor sinister secrets after they leave Manhattan for small-town life.,2021.0,"['horror', 'drama', 'thriller']",,movie,121,5.3,31479.0,Netflix,
SHOW,Yasuke,TV-MA,A peaceful boatman once known as the Black Samurai is pulled back into conflict when he takes a little girl with mysterious powers under his wing.,2021.0,"['drama', 'action', 'scifi', 'animation', 'fantasy', 'thriller']",1.0,tvSeries,30,6.2,5316.0,Netflix,
SHOW,Sexify,TV-MA,"To build an innovative sex app and win a tech competition, a sexually inexperienced student and her friends must explore the daunting world of intimacy.",2021.0,"['comedy', 'drama']",1.0,tvSeries,40,6.5,5170.0,Netflix,
MOVIE,Passing,PG-13,,2021.0,"['drama', 'thriller']",,movie,98,6.7,14570.0,Netflix,
MOVIE,Army of Thieves,R,,2021.0,"['comedy', 'crime', 'thriller', 'scifi', 'horror', 'romance', 'action']",,movie,127,6.4,76067.0,Netflix,
MOVIE,Till Death,R,,2021.0,"['horror', 'thriller']",,movie,88,5.8,21312.0,Netflix,
SHOW,This Is a Robbery: The World's Biggest Art Heist,TV-MA,"In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime.",2021.0,"['crime', 'documentation', 'history']",1.0,tvMiniSeries,210,6.5,4438.0,Netflix,
MOVIE,14 Peaks: Nothing Is Impossible,,,2021.0,"['documentation', 'sport']",,movie,101,7.7,25465.0,Netflix,
MOVIE,Thunder Force,PG-13,Two childhood best friends reunite as an unlikely crime-fighting superhero duo when one invents a formula that gives ordinary people superpowers.,2021.0,"['scifi', 'comedy', 'fantasy', 'action']",,movie,106,4.5,42010.0,Netflix,
MOVIE,Roohi,TV-14,"Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her.",2021.0,"['comedy', 'horror']",,movie,134,4.3,10197.0,Netflix,
SHOW,The Chestnut Man,TV-MA,,2021.0,"['crime', 'drama', 'thriller']",1.0,tvSeries,50,7.7,44518.0,Netflix,
SHOW,The Silent Sea,TV-MA,,2021.0,"['scifi', 'thriller', 'horror', 'drama']",1.0,tvSeries,45,6.9,20455.0,Netflix,
MOVIE,Uppena,TV-14,"The son of a fishing community falls for a village head's daughter, but they face violent opposition from the girl’s doggedly old-fashioned father.",2021.0,['drama'],,movie,147,6.5,3956.0,Netflix,
MOVIE,The Unforgivable,R,,2021.0,"['drama', 'crime']",,movie,112,7.1,107924.0,Netflix,
SHOW,Law School,TV-14,"When a grim incident occurs at their prestigious school, justice through law is put to a test by a tough law professor and his ambitious students.",2021.0,"['crime', 'drama', 'thriller']",1.0,tvSeries,65,8.0,2293.0,Netflix,
MOVIE,Stowaway,TV-MA,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,2021.0,"['thriller', 'action', 'scifi', 'drama']",,movie,116,5.6,46232.0,Netflix,
MOVIE,Wild Dog,TV-MA,A brash but brilliant Indian intelligence agent leads a covert operation to nab the mastermind behind a series of attacks threatening national security.,2021.0,"['thriller', 'crime', 'action']",,movie,145,6.1,2327.0,Netflix,
SHOW,Zero,TV-MA,"A shy teen with the power to turn invisible must get it under control to help defend his neighborhood, putting aside the pursuit of his artistic dream.",2021.0,"['scifi', 'action', 'comedy', 'drama', 'fantasy']",1.0,tvSeries,27,5.7,1329.0,Netflix,
MOVIE,The Harder They Fall,R,,2021.0,"['action', 'drama', 'western']",,movie,139,6.5,61859.0,Netflix,
MOVIE,The Alpinist,PG-13,,2021.0,['documentation'],,movie,92,7.9,9041.0,Netflix,
MOVIE,Red Notice,PG-13,,2021.0,"['thriller', 'action', 'comedy', 'crime']",,movie,118,6.3,270811.0,Netflix,
SHOW,Resident Evil: Infinite Darkness,TV-MA,,2021.0,"['scifi', 'animation', 'drama', 'action', 'horror']",1.0,tvSeries,26,5.7,10724.0,Netflix,
SHOW,Stay Close,TV-MA,,2021.0,"['crime', 'drama', 'thriller']",1.0,tvMiniSeries,375,6.9,31343.0,Netflix,
MOVIE,Ajeeb Daastaans,TV-MA,Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,2021.0,"['drama', 'romance']",,movie,142,6.7,5844.0,Netflix,
MOVIE,The Lost Daughter,R,,2021.0,['drama'],,movie,121,6.7,62996.0,Netflix,
SHOW,Shadow and Bone,TV-14,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,2021.0,"['scifi', 'drama', 'fantasy', 'action']",1.0,tvSeries,60,7.6,82984.0,Netflix,
SHOW,Maid,TV-MA,,2021.0,"['drama', 'comedy']",1.0,tvMiniSeries,545,8.4,81336.0,Netflix,
SHOW,Fatma,TV-MA,"Reeling from tragedy, a nondescript house cleaner embarks on a murderous streak as she searches for her missing husband and reckons with old wounds.",2021.0,"['drama', 'thriller', 'crime']",1.0,tvSeries,40,7.4,8587.0,Netflix,
MOVIE,One,TV-PG,A formidable Kerala chief minister’s party loyalties and personal principles are tested when a damning social media post sparks a heated power struggle.,2021.0,"['drama', 'thriller']",,movie,151,6.2,2848.0,Netflix,
MOVIE,Don't Look Up,R,,2021.0,"['comedy', 'drama', 'scifi']",,movie,138,7.2,526520.0,Netflix,
MOVIE,The Power of the Dog,R,,2021.0,"['drama', 'romance', 'western']",,movie,126,6.8,170262.0,Netflix,
SHOW,Fate: The Winx Saga,TV-MA,"Determined to master their enchanting powers, a group of teens navigate rivalry, romance and supernatural studies at Alfea, a magical boarding school.",2021.0,"['scifi', 'drama', 'fantasy', 'action']",2.0,tvSeries,\N,6.9,44511.0,Netflix,
SHOW,High-Rise Invasion,TV-MA,"High schooler Yuri finds herself atop a skyscraper in a strange world, where she must survive against masked assailants bent on killing their prey.",2021.0,"['thriller', 'action', 'animation', 'horror', 'scifi']",1.0,tvSeries,25,6.5,3082.0,Netflix,
SHOW,You Don't Know Me,,,2021.0,"['drama', 'crime']",1.0,tvSeries,60,6.8,5299.0,Netflix,
MOVIE,Ride or Die,TV-MA,"Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",2021.0,"['thriller', 'romance', 'drama']",,movie,142,5.6,1978.0,Netflix,
SHOW,Inside Job,TV-MA,,2021.0,"['comedy', 'animation', 'fantasy', 'scifi']",2.0,tvSeries,30,7.6,17773.0,Netflix,
SHOW,Alba,TV-MA,,2021.0,['drama'],1.0,tvSeries,50,6.4,1380.0,Netflix,
MOVIE,The Guilty,R,,2021.0,"['drama', 'thriller', 'action', 'crime']",,movie,90,6.3,122428.0,Netflix,
MOVIE,Mandela,TV-14,"Amid a local election with two rivals vying to win by any means necessary, a barber lands in a curiously powerful position as the single deciding vote.",2021.0,"['comedy', 'drama']",,movie,140,8.4,7077.0,Netflix,
SHOW,The Irregulars,TV-14,"A crew of misfits investigates a series of supernatural crimes in Victorian London for Dr. Watson and his shadowy associate, Sherlock Holmes.",2021.0,"['crime', 'drama', 'fantasy', 'thriller', 'scifi']",1.0,tvSeries,\N,5.9,15231.0,Netflix,
MOVIE,Pagglait,TV-PG,"Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband.",2021.0,"['comedy', 'drama']",,movie,114,6.9,9462.0,Netflix,
MOVIE,Hypnotic,,,2021.0,"['thriller', 'horror', 'drama']",,movie,88,5.3,16323.0,Netflix,
MOVIE,Arlo the Alligator Boy,TV-Y7,"To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure.",2021.0,"['animation', 'comedy', 'family']",,tvMovie,90,6.4,1134.0,Netflix,
MOVIE,Captain Nova,,,2021.0,"['action', 'family', 'scifi']",,movie,86,5.5,1574.0,Netflix,
MOVIE,A Week Away,TV-PG,"In this uplifting musical, a troubled teen takes a leap of faith by attending summer camp — and unexpectedly finds love, friends and a place to belong.",2021.0,"['drama', 'family', 'romance']",,movie,94,5.7,4756.0,Netflix,
MOVIE,After We Fell,R,,2021.0,"['romance', 'drama']",,movie,98,4.6,14448.0,Netflix,
MOVIE,Blue Miracle,TV-PG,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",2021.0,"['family', 'action', 'drama']",,movie,95,6.6,6969.0,Netflix,
SHOW,Eden,TV-PG,"A human girl secretly raised by robots starts to uncover the dark secrets behind her lush, utopian world where humanity has all but vanished.",2021.0,"['animation', 'drama', 'scifi', 'reality', 'family', 'fantasy', 'action']",1.0,tvSeries,25,6.6,1206.0,Netflix,
MOVIE,Ghost Lab,TV-MA,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",2021.0,"['thriller', 'drama', 'horror', 'scifi']",,movie,117,5.1,1466.0,Netflix,
MOVIE,Back to the Outback,PG,,2021.0,"['animation', 'comedy', 'family']",,movie,95,6.5,8350.0,Netflix,
MOVIE,Nate Bargatze: The Greatest Average American,TV-G,"Nate Bargatze touches on Zoom comedy shows, losing his phone, hotel breakfast fails, animal caddies, new math and much more in this special.",2021.0,['comedy'],,tvSpecial,60,7.3,1416.0,Netflix,
MOVIE,Deadly Illusions,R,"After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur.",2021.0,['thriller'],,movie,114,3.7,12225.0,Netflix,
SHOW,Country Comfort,TV-PG,"After hitting the skids in her career, an aspiring country singer finds new life as a nanny for a handsome widower and his five charming children.",2021.0,"['drama', 'family', 'music', 'action', 'comedy']",1.0,tvSeries,25,6.8,3538.0,Netflix,
MOVIE,Seaspiracy,TV-14,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption.",2021.0,['documentation'],,movie,89,8.1,31022.0,Netflix,
MOVIE,The Woman in the Window,R,"Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window.",2021.0,"['drama', 'thriller', 'crime']",,movie,100,5.7,74605.0,Netflix,
MOVIE,Dave Chappelle: The Closer,,,2021.0,['comedy'],,tvSpecial,72,8.0,26629.0,Netflix,
MOVIE,The Sparks Brothers,R,,2021.0,"['documentation', 'music', 'comedy', 'history']",,movie,140,7.8,5051.0,Netflix,
MOVIE,Long Story Short,R,,2021.0,"['fantasy', 'comedy', 'romance']",,movie,90,6.5,5275.0,Netflix,
SHOW,The Upshaws,TV-14,A working-class Black family in Indiana strives for a better life and a happy home while juggling everyday struggles in this comedy series.,2021.0,"['family', 'comedy']",2.0,tvSeries,30,6.8,2780.0,Netflix,
SHOW,"Money, Explained",TV-14,"We spend it, borrow it and save it. Now let's talk about money and its many minefields, from credit cards to casinos, scammers to student loans.",2021.0,['documentation'],1.0,tvMiniSeries,23,6.9,2320.0,Netflix,
MOVIE,Coming Home in the Dark,,,2021.0,"['thriller', 'crime', 'horror']",,movie,93,5.7,5678.0,Netflix,
SHOW,Mine,TV-14,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",2021.0,"['thriller', 'drama']",1.0,tvSeries,70,7.7,1267.0,Netflix,
MOVIE,Nayattu,TV-MA,Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.,2021.0,"['thriller', 'drama', 'crime']",,movie,124,8.1,7264.0,Netflix,
SHOW,Jupiter's Legacy,TV-MA,"They're the first generation of superheroes. But as they pass the torch to their children, tensions are rising — and the old rules no longer apply.",2021.0,"['scifi', 'action', 'drama', 'thriller', 'fantasy']",1.0,tvSeries,56,6.7,38425.0,Netflix,
SHOW,The Serpent,TV-MA,,2021.0,"['crime', 'drama', 'thriller']",1.0,tvMiniSeries,458,7.6,43309.0,Netflix,
MOVIE,No One Gets Out Alive,R,,2021.0,"['horror', 'thriller', 'drama']",,movie,87,5.3,16105.0,Netflix,
MOVIE,Sing 2,PG,,2021.0,"['comedy', 'family', 'fantasy', 'music', 'drama', 'animation']",,movie,110,7.4,65797.0,Netflix,
MOVIE,Madame Claude,TV-MA,"In 1960s Paris, Madame Claude's influence extends beyond the world of sex work — until an affluent young woman threatens to change everything.",2021.0,"['crime', 'drama', 'romance']",,movie,112,5.4,3481.0,Netflix,
MOVIE,Madam Chief Minister,TV-14,"Rising from disadvantage to become a state leader, a tenacious politician learns that with great power comes great responsibility, ruthlessness and risk.",2021.0,['drama'],,movie,130,4.8,1786.0,Netflix,
MOVIE,The Trip,,,2021.0,"['action', 'thriller', 'comedy', 'horror']",,movie,94,8.2,1860.0,Netflix,
MOVIE,Last Man Down,R,,2021.0,"['thriller', 'action', 'scifi']",,movie,87,4.3,13111.0,Netflix,
MOVIE,Sardar Ka Grandson,TV-14,"A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",2021.0,"['comedy', 'drama', 'romance']",,movie,139,4.2,4604.0,Netflix,
SHOW,Move to Heaven,TV-MA,"Finding life in all that’s left behind, a detail-oriented trauma cleaner and his estranged uncle deliver untold stories of the departed to loved ones.",2021.0,['drama'],1.0,tvSeries,60,8.6,6135.0,Netflix,
MOVIE,Cinema Bandi,TV-MA,A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.,2021.0,"['drama', 'comedy']",,movie,98,7.9,2526.0,Netflix,
MOVIE,Ferry,TV-MA,"Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.",2021.0,"['drama', 'action', 'crime', 'thriller']",,movie,106,7.0,11093.0,Netflix,
SHOW,Halston,TV-MA,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.,2021.0,['drama'],1.0,tvMiniSeries,240,7.5,15068.0,Netflix,
MOVIE,Just Say Yes,TV-MA,Incurable romantic Lotte finds her life upended when her plans for a picture-perfect wedding unravel — just as her self-absorbed sister gets engaged.,2021.0,"['comedy', 'romance']",,movie,97,4.5,1994.0,Netflix,
MOVIE,I Am All Girls,TV-MA,A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.,2021.0,"['thriller', 'crime', 'drama']",,movie,107,5.9,6162.0,Netflix,
MOVIE,Irul,TV-MA,"When a car breakdown forces a couple to seek shelter in a nearby home, conversations with the stranger inside soon suggest there’s a killer among them.",2021.0,['thriller'],,movie,91,5.8,3211.0,Netflix,
SHOW,Maya and the Three,TV-Y7,,2021.0,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",1.0,tvMiniSeries,30,8.1,3960.0,Netflix,
SHOW,Elite Short Stories: Nadia Guzmán,TV-MA,"Nadia feels conflicted about whether or not to see her long distance boyfriend, Guzmán, when she returns to Spain for her sister's wedding.",2021.0,"['drama', 'romance']",1.0,tvMiniSeries,33,6.2,1935.0,Netflix,
SHOW,Newton's Cradle,TV-14,,2021.0,"['drama', 'thriller']",1.0,tvSeries,44,8.0,1721.0,Netflix,
MOVIE,Time,,,2021.0,"['comedy', 'drama']",,tvSeries,59,8.2,20442.0,Netflix,
MOVIE,Chandigarh Kare Aashiqui,,,2021.0,"['romance', 'comedy', 'crime', 'drama']",,movie,117,6.8,13767.0,Netflix,
MOVIE,"Bob Ross: Happy Accidents, Betrayal & Greed",TV-14,Bob Ross brought joy to millions as the world’s most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.,2021.0,['documentation'],,movie,92,6.9,5985.0,Netflix,
SHOW,Clickbait,TV-MA,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",2021.0,"['crime', 'drama', 'thriller']",1.0,tvMiniSeries,368,7.2,52689.0,Netflix,
SHOW,Post Mortem: No One Dies in Skarnes,TV-MA,"She's back from the dead and has a newfound thirst for blood. Meanwhile, her family's funeral parlor desperately needs more business. Hmm, what if...",2021.0,"['thriller', 'comedy', 'drama']",1.0,tvSeries,44,7.1,3444.0,Netflix,
